,Distrito,Mean,Var,ACF1,Curvature,Peak,Entropy,Fspots,Cpoints,Semanas no Nulas,Semana del MAX
23,VILLA ELISA,81.68557296301,25418.941689314386,0.8809907483562595,0.07900709995312587,1e-07,0.11332868530700312,71.0,8.0,153.0,106.0
24,YAGUARON,16.718993171387524,586.3780747557452,0.6842789754485591,-0.5057901734952206,1.0,0.5245244681241525,121.0,4.0,79.0,67.0
25,YPACARAI,134.4797907955767,65668.85803550134,0.8942712199000128,-0.41607686169840785,1e-07,0.24281031827460542,114.0,2.0,101.0,74.0
26,CAACUPE,19.979874184441755,959.2943307086204,0.8433666562789119,-0.25387105027097073,2.0,0.20852619540246,72.0,6.0,128.0,98.0
27,EMBOSCADA,14.014338872835737,127.20158301798772,0.4754295839063141,-1.3233449962704573,1.0,0.7123785424878329,135.0,8.0,59.0,43.0
28,ITA,28.95357486194796,2978.8085409505325,0.8579289987235552,-0.23955462896180338,2.0,0.20386520362940494,99.0,4.0,123.0,88.0
29,LIMPIO,24.229852214012492,2169.9531964229254,0.8822530536183111,0.3109916503607696,3.0,0.18736644342491043,54.0,2.0,166.0,131.0
30,MARIANO ROQUE ALONSO,43.3660309316233,5846.75085507771,0.8971743842744443,0.5416366874955314,1.0,0.17267393670965045,63.0,10.0,177.0,138.0
31,SAN LORENZO,38.677101844051435,5239.960848531225,0.93991038342324,0.7140843584274714,1.0,0.16449279530100563,31.0,4.0,178.0,140.0
32,VILLETA,28.85509797807592,2152.730535858671,0.8324046407290995,-0.4359696158465065,1e-07,0.2110146512653741,115.0,2.0,92.0,70.0
33,GUARAMBARE,56.00594531348749,12060.094739884958,0.9286771643966053,-0.4841673073124767,1e-07,0.20760141627435974,124.0,4.0,93.0,65.0
34,J A SALDIVAR,41.862476860693874,6984.509959302567,0.8959069720648285,-0.2802072210750345,1e-07,0.20558160119371052,100.0,4.0,125.0,88.0
35,SAN JOSE DE LOS ARROYOS,16.398142484194903,244.52857060424117,0.40126952706377994,-0.830380628409891,1e-07,0.9315582040049435,166.0,6.0,28.0,22.0
36,CAAGUAZU,9.961976126898795,444.09272589242266,0.9310255192974297,-0.23138302514071085,3.0,0.0918461549265071,99.0,2.0,111.0,87.0
37,JUAN LEON MALLORQUIN,11.691628749628938,150.12158121293538,0.4742418296340492,-0.5057724621124206,1e-07,1.1526795099383855,174.0,2.0,23.0,16.0
38,LORETO,32.73990259832993,2288.972919934151,0.7122840988503162,-0.9389814019341487,1.0,0.2819438090787422,130.0,6.0,75.0,34.0
39,NUEVA ITALIA,38.13536142830371,2520.4580773843245,0.7324612235851172,-0.732817090051457,1e-07,0.4537352116941142,123.0,2.0,85.0,62.0
40,VILLA HAYES,41.999061155703465,5830.035209591807,0.9358270666538903,-0.39260594630892665,1e-07,0.10406743346641044,93.0,4.0,122.0,84.0
41,ACAHAY,11.050041907965708,69.08658019758604,0.28507088914761636,-0.98964311610735,1e-07,0.7331525151736444,162.0,6.0,32.0,6.0
42,CARAPEGUA,14.966318593287815,331.4238340319133,0.6996824276834862,-0.6906016184273394,1.0,0.6560434303565681,132.0,4.0,65.0,53.0
43,CHORE,16.614233855721725,190.57641570779606,0.37351858500579954,-1.0366716084352516,1e-07,0.8391010931830252,155.0,8.0,39.0,32.0
44,ENCARNACION,2.618324915899284,5.896814683631122,0.5946897489251071,-1.057265262834988,9.0,0.7151953177817079,100.0,6.0,94.0,71.0
45,FRAM,12.421233814926387,12.23745941928648,-0.11443974958384374,-0.5259552212226448,1e-07,0.7419373447293773,184.0,2.0,10.0,2.0
46,JOSE DOMINGO OCAMPOS,18.790486842301178,199.60359597630105,0.06900939234909469,-0.24035359607371476,1e-07,1.3862943611198906,185.0,1.0,9.0,1.0
47,JUAN E. OLEARY,5.76425663507982,5.764241853497645,0.22390180596511536,-0.8162594315237317,1e-07,0.24512245803298496,177.0,4.0,17.0,15.0
48,PARAGUARI,32.608496139820204,1730.4137389524096,0.8553913237402754,-0.7708812644183751,1e-07,0.5507928841730565,117.0,4.0,83.0,70.0
49,REPATRIACION,15.836515113581491,298.42780066287855,0.6634461667647762,-0.8061007707235041,1e-07,0.2876820724517809,154.0,5.0,41.0,32.0
50,SAN ANTONIO,50.56244915845799,6361.907890002069,0.839218551901239,-0.2274115264779496,1e-07,0.18800030098595974,80.0,6.0,139.0,104.0
51,SAN JUAN NEPOMUCENO,3.349292241777087,0.8477325531384257,-0.09213559391418716,-1.0905607753218376,1.0,0.2876820724517809,174.0,3.0,20.0,1.0
52,SANTA ROSA,7.5741276396282835,10.373201192397293,-0.015751673033079623,-0.8871781309691719,1e-07,0.8472978603872037,176.0,8.0,18.0,17.0
53,LOMA GRANDE,59.15722753395617,2043.5646371329346,0.08361612756053671,-0.7632005396205448,1e-07,1.0296194171811581,164.0,4.0,30.0,19.0
54,SAN BERNARDINO,20.10123309817447,213.80244898873454,0.438923780505525,-1.4925158232959141,1e-07,0.6190392084062235,134.0,14.0,60.0,43.0
55,SAN ESTANISLAO,19.676787409642422,520.5322635702453,0.6162891940388363,-0.7295026164266802,1e-07,0.5270861446377709,135.0,2.0,63.0,51.0
56,AREGUA,63.290309778729,17716.431126139985,0.9035190293694079,-0.2256612600884945,1e-07,0.15965359802448856,102.0,4.0,120.0,86.0
57,ARROYOS Y ESTEROS,11.363788615491838,101.8776716169562,0.43513622428632676,-1.173065941873218,2.0,0.8002918180112729,142.0,10.0,55.0,42.0
58,EUSEBIO AYALA,13.559016719883532,160.81460652493212,0.11060287493491401,-1.0728990831812109,1.0,0.8671004876833833,140.0,8.0,54.0,33.0
59,ITACURUBI DE LA CORDILLERA,22.963365907454158,315.82678333864106,0.5683521772280765,-1.2901097562334942,1e-07,1.1370785694959058,141.0,6.0,53.0,14.0
60,LA PALOMA,40.0385067890968,979.7708549885439,0.7682935636899177,-1.1344324961181274,1e-07,1.6094379124341003,164.0,4.0,33.0,24.0
61,MINGA PORA,12.349847543971125,53.0168189789149,0.06037796379978374,-0.4422773729756377,1e-07,0.40546510810816444,184.0,2.0,10.0,7.0
62,PILAR,5.819469360972569,13.72152517244383,0.5266532812999271,-1.4746233856633497,5.0,0.8538295622504187,137.0,10.0,57.0,49.0
63,SALTO DEL GUAIRA,25.81165584048853,996.0184704803331,0.7902509241747071,-0.8696176806467308,1e-07,1.0704414117014134,148.0,4.0,56.0,38.0
64,SAN PEDRO,5.4460462660922815,27.083131508051135,0.5504792201377954,-0.7913585324241268,2.0,0.8266785731844679,157.0,2.0,37.0,10.0
65,VILLARRICA,21.542761011261,843.2326491229297,0.8387018020583641,-0.9408904266269718,1.0,0.24729027798118067,115.0,8.0,83.0,68.0
66,ALBERDI,25.93571561285461,424.0084839610445,0.14092789762630134,-0.5655165549761437,1e-07,1.2992829841302609,175.0,3.0,19.0,13.0
67,CAMBYRETA,4.017561081910941,4.92273134468201,0.3088417870554933,-1.4681417775345051,1.0,0.5897688261061101,154.0,12.0,40.0,19.0
68,NATALIO,5.192266328011899,2.000377678738073,-0.13740284640765071,-0.5574988810596615,1e-07,0.7419373447293773,184.0,3.0,10.0,7.0
69,NUEVA ALBORADA,13.329410985168444,0.030617279918011817,-0.9999999999999999,-0.06306287102680952,1e-07,1e-08,192.0,1.0,2.0,1e-07
70,OBLIGADO,6.764137953832148,0.04156692548990647,0.7162116572531763,-0.7147698616968123,1e-07,1e-08,186.0,1.0,8.0,1e-07
71,SAN JUAN BAUTISTA,18.32559883562404,184.24842560003356,0.00762159888000975,-1.2211240086975659,1e-07,0.7926767759069784,145.0,10.0,49.0,39.0
72,SANTA RITA,5.8792455830776795,18.48509663962757,-0.13317824875676534,-0.4911840100500843,1.0,0.496436886313891,177.0,2.0,17.0,5.0
73,TOBATI,13.264529663461532,198.39349955547934,0.6180658806029552,-0.9626144944835928,1.0,1.270462545594769,150.0,8.0,46.0,30.0
74,MBOCAYATY,19.97459446824266,258.6365191178099,-0.07736906402079141,-0.5859582218594587,1e-07,0.496436886313891,174.0,4.0,20.0,5.0
75,PIRAPO,15.98178839866639,31.37972076262616,-0.6947063642156805,-0.3312695758344524,1e-07,0.6931471805599453,188.0,3.0,6.0,1.0
76,SAPUCAI,22.79476185871039,139.23697109575195,-0.3431580396248077,-1.0710274104221482,1e-07,1.1592369104845446,167.0,11.0,27.0,20.0
77,TACUATI,15.375095745751302,16.958058989555166,-0.21285440198517228,-0.5070584054949208,1e-07,0.8472978603872037,185.0,1.0,9.0,6.0
78,CAAZAPA,6.458934190931187,22.55076405965842,-0.0003810074383767446,-1.0307902777098632,2.0,1.0683985100716131,157.0,10.0,37.0,14.0
79,CURUGUATY,15.985638342634088,417.0237518800077,0.7793712410289251,-0.8328722742204634,1.0,0.5851993413371681,121.0,4.0,79.0,65.0
80,PUERTO PINASCO,99.88390299977935,27780.658142708962,0.17062749273623662,-0.1581865607980602,1e-07,1.0986122886681098,190.0,2.0,11.0,2.0
81,TEBICUARY,63.541147962333696,2627.2947647091823,0.19961712505747675,-0.47565876875886276,1e-07,1.3350010667323402,177.0,2.0,17.0,12.0
82,CORONEL MARTINEZ,29.830303222341076,66.56559216382404,0.3926438096943566,-0.8523108249629848,1e-07,0.5108256237659907,184.0,1.0,10.0,1.0
83,SAN LAZARO,20.915748279998144,136.34223852104057,-0.2920477912223049,-0.35119660177242273,1e-07,1e-08,187.0,3.0,7.0,1.0
84,ATYRA,16.404455352599076,280.7475467949389,0.5130236769264421,-1.0300023029545504,1.0,0.616029877215514,132.0,6.0,62.0,43.0
85,ALTOS,33.5973353208671,1510.0277724266198,0.5759511881455026,-0.8567283770237634,1e-07,0.5217249142240263,134.0,6.0,60.0,44.0
86,PIRIBEBUY,18.435954396284277,360.46820195950414,0.7906049129623649,-1.311788245112211,1.0,0.5395482248846135,138.0,6.0,70.0,44.0
87,AYOLAS,9.351979984382822,24.12571719942788,0.24831940970311356,-1.074655083128436,1e-07,0.916290731874155,170.0,6.0,24.0,18.0
88,BENJAMIN ACEVAL,22.075410519903308,460.9998174630674,0.6139253812670984,-1.0974986672238956,1.0,0.6121781180262782,142.0,6.0,52.0,27.0
89,QUIINDY,13.613356645181772,140.0408746605627,0.3801384307081419,-1.102555254346755,1.0,1.052092273033217,150.0,8.0,46.0,6.0
90,GENERAL MORINIGO,16.171851595742122,0.009223901913710156,-0.06250000000001384,-0.37641098052067506,1e-07,1.0986122886681098,189.0,1.0,5.0,1e-07
91,VALENZUELA,18.56466703349882,39.661492638471586,-0.28024226369630073,-1.2000318521537405,1e-07,0.7108467576593462,175.0,8.0,19.0,2.0
92,YGUAZU,18.45973162470637,202.29255323867585,-0.10833732963189663,-0.1907432960583599,1e-07,1e-08,189.0,2.0,5.0,3.0
93,NUEVA ESPERANZA,19.96730707468777,358.06789147768205,0.542187810243392,-0.6643142885326865,1e-07,1.0775588794702773,171.0,4.0,26.0,5.0
94,CAPITAN MIRANDA,9.15775302674622,3.4054363065939186,-0.19545240741835765,-0.9953628796924401,1e-07,0.16833531481921477,177.0,3.0,17.0,15.0
95,FUERTE OLIMPO,28.196092186647636,63.7863621317523,-0.17276095140772033,-0.4968562164364051,1e-07,0.916290731874155,185.0,3.0,9.0,4.0
96,MBARACAYU,15.099337393312972,28.975131416104546,-0.24665687262768438,-0.07978663079525052,1e-07,1e-08,191.0,0.0,3.0,1e-07
97,NANAWA,64.04134078447048,4392.406679452426,0.31712171847852977,-0.5883424943287627,1e-07,2.0794415416798357,170.0,4.0,25.0,19.0
98,NARANJAL,25.193182535266214,201.80270052200774,-0.25268895785353446,-0.059014802089424306,1e-07,1e-08,191.0,0.0,3.0,1e-07
99,KATUETE,41.013136163650074,1225.1231865869568,0.6153902157352984,-1.077318779971768,1e-07,1.252762968495368,165.0,8.0,30.0,19.0
100,SAN PEDRO DEL PARANA,3.056536981325148,0.00028326296258348807,0.7070589677211788,-1.2098980020601093,1e-07,0.3364722366212129,182.0,1.0,12.0,1e-07
101,CARLOS ANTONIO LOPEZ,7.173755925799034,6.312639590766421,-0.6296662384808073,-0.6637812072185452,1e-07,0.916290731874155,184.0,6.0,10.0,1e-07
102,EDELIRA,4.120006109644088,6.6561221469032626e-06,0.8597708195664269,-1.1093299403075467,1e-07,0.8472978603872037,183.0,1.0,11.0,1e-07
103,HOHENAU,8.700956262802237,6.1121872248851865,-0.19290168423668017,-0.9501530452871202,1e-07,0.6257058997644128,178.0,3.0,16.0,7.0
104,SAN IGNACIO,5.540997839831271,12.158679448312673,0.24933196692872678,-0.8608737019598409,1.0,0.8754687373538999,170.0,4.0,24.0,21.0
105,ABAI,4.330970552212669,2.2962912793389734,0.10164156546688505,-0.5722617150600884,1e-07,0.8472978603872037,185.0,3.0,9.0,1.0
106,CAPIIBARY,12.459583331609053,71.90865740249798,0.25548987326807304,-0.8408319957294471,1e-07,1e-08,178.0,4.0,16.0,3.0
107,CARAGUATAY,16.565883338088685,144.5608769321806,0.25360641251071064,-0.9931562164684138,1e-07,1.289667525430819,154.0,4.0,40.0,28.0
108,CORPUS CHRISTI,17.822533023572706,98.88875329070906,0.19933123317545515,-0.8541198289857048,1e-07,1.0704414117014134,171.0,6.0,23.0,19.0
109,RAUL ARSENIO OVIEDO,8.940615386611105,26.91949978020211,0.036549398398379354,-0.4752983872291928,1e-07,0.7472144018302211,180.0,1.0,14.0,1.0
110,TOMAS ROMERO PEREIRA,6.291759430315719,47.12384940671569,0.2860788287294954,-0.4185667499608483,1.0,0.4340384805522204,176.0,2.0,24.0,16.0
111,TRINIDAD,23.52959242436657,281.3170649697823,-0.39281490133459057,-0.19719688873149774,1e-07,1e-08,188.0,2.0,6.0,1e-07
112,YEGROS,14.935316455847689,0.006970204189724008,-0.1111111111111152,-0.2541086366981155,1e-07,1e-08,190.0,1.0,4.0,1e-07
113,CARAYAO,17.162957228697998,241.72440511165976,0.3532879968966062,-0.8724853576470307,1e-07,1.2039728043259361,169.0,8.0,30.0,17.0
114,CORONEL BOGADO,6.107442242431663,6.446665621090218,0.13460466084714465,-0.9656434271821857,1.0,0.3491842722095748,172.0,6.0,22.0,10.0
115,DR. MOISES BERTONI,18.628912071535023,1e-07,1e-08,-0.016120573843795533,1e-07,1e-08,193.0,0.0,1.0,1e-07
116,ESCOBAR,13.466354741089523,17.976107255586577,-0.20736622419633854,-1.1834580805046828,1e-07,0.665748206371831,175.0,5.0,19.0,4.0
117,GENERAL FRANCISCO CABALLERO ALVAREZ,9.126585744273067,1e-07,1e-08,-0.06431170729217896,1e-07,1e-08,192.0,1.0,2.0,1e-07
118,GUAYAIBI,16.187631771806778,241.715539247042,0.5360315697954501,-0.7067015351901811,1e-07,0.8472978603872037,162.0,4.0,35.0,27.0
119,JUAN EULOGIO ESTIGARRIBIA,6.4101721429830025,31.80815208525925,0.5134528198665559,-0.6951164792752196,2.0,0.9694005571881036,166.0,2.0,31.0,11.0
120,MAURICIO JOSE TROCHE,13.562404493233599,60.59706565917023,-0.15101766120554702,-0.8752664397207873,1e-07,0.651761964397091,170.0,7.0,24.0,18.0
121,NUEVA LONDRES,23.917060179885123,56.46641569108957,-0.009271200810760544,-0.31792146788244935,1e-07,0.5108256237659907,187.0,0.0,7.0,1e-07
122,SANTA ELENA,25.967935507933685,271.03095028568833,0.10875403887386949,-0.887750665504248,1e-07,0.40761333664645394,162.0,6.0,32.0,20.0
123,COLONIA INDEPENDENCIA,6.752365841668923,18.495859647643435,0.38931413847710544,-0.8147573613599921,1e-07,0.5179430915348547,171.0,3.0,23.0,18.0
124,LA PAZ,30.012004801920767,1e-07,1e-08,-0.016120573843795533,1e-07,1e-08,193.0,0.0,1.0,1e-07
125,NUEVA COLOMBIA,46.36031778170198,883.0500278907072,0.21431111474042472,-0.7462969923383234,1e-07,0.9614111671546247,171.0,2.0,23.0,8.0
126,SAN MIGUEL,21.838229318583334,56.52321962148945,-0.280060489186214,-0.7647406109095531,1e-07,0.8649974374866046,182.0,6.0,12.0,2.0
127,SANTA ROSA DEL MONDAY,34.10858251088685,1107.0853046324369,-0.265016770607416,-0.12929351692987484,1e-07,1e-08,189.0,2.0,5.0,2.0
128,VAQUERIA,9.708140530276903,8.032112439078603,-0.18282858427125595,-0.43240753094527584,1e-07,1.2039728043259361,186.0,1.0,8.0,3.0
129,YATAITY,31.43341231446662,117.94160613844107,-0.24970936315084866,-1.0377814551673814,1e-07,1.1631508098056809,180.0,7.0,14.0,1.0
130,ITAPE,16.40067374745553,31.58126857568391,-0.034401671652743604,-1.0803151192753404,1e-07,0.6931471805599453,178.0,5.0,16.0,7.0
131,SANTA ROSA DEL AGUARAY,17.443157366816497,629.4887430587382,0.6306718339264069,-0.6756189092878205,1.0,0.47619012710323433,145.0,4.0,49.0,21.0
132,FELIX PEREZ CARDOZO,23.110491349930935,108.64032343064106,0.0611554370506548,-0.6609046768398765,1e-07,1.0216512475319814,179.0,5.0,15.0,2.0
133,GENERAL ARTIGAS,12.170503512071548,126.7618477903934,-0.1766134832578625,-0.3086801145592282,1e-07,0.916290731874155,183.0,2.0,11.0,6.0
134,JUAN MANUEL FRUTOS,4.396617235947965,0.0004897301726391983,-0.2500000000000094,-0.14287399148917537,1e-07,1e-08,191.0,1.0,3.0,1e-07
135,LA PASTORA,19.509610843671403,0.023958168487863717,0.4678504781028146,-0.37556479287293787,1e-07,1e-08,189.0,1.0,5.0,1e-07
136,SAN JUAN DEL PARANA,12.835668267051902,14.701339084763962,-0.040880569643201393,-0.3782771337584696,1e-07,0.5108256237659907,187.0,3.0,7.0,6.0
137,SIMON BOLIVAR,22.46925536065014,60.68933838397148,0.046364128612338296,-1.0830961238695034,1e-07,0.6061358035703156,179.0,7.0,15.0,7.0
138,CAPITAN MEZA,11.79809901759863,78.95843149699853,-0.27043175724757224,-0.1609898513349735,1e-07,1.0986122886681098,188.0,1.0,6.0,1.0
139,SAN JOAQUIN,15.094068936121916,83.8278680733975,0.5743196547957233,-0.6402537326837767,1e-07,1e-08,181.0,4.0,13.0,9.0
140,BORJA,9.92830783740246,0.0007423518674148407,0.5771390322831719,-0.6269720987371366,1e-07,1e-08,187.0,1.0,7.0,1e-07
141,ITACURUBI DEL ROSARIO,25.083047199895617,347.5084761234484,-0.2824515068137391,-0.1632876213999179,1e-07,1.0986122886681098,188.0,1.0,6.0,1.0
142,JESUS,22.42670281597493,62.14550388164454,-0.5795191674166807,-0.25215400305294217,1e-07,1e-08,189.0,2.0,5.0,1e-07
143,ISLA PUCU,19.729272845083997,81.9311068138319,0.153229463716577,-0.940514026118517,1e-07,0.8109302162163288,176.0,6.0,18.0,2.0
144,SANTA ROSA DEL MBUTUY,24.462791066526442,677.2501408585683,0.6028265514974636,-0.6354545413101955,1e-07,1.5040773967762742,170.0,2.0,25.0,4.0
145,VILLA DEL ROSARIO,17.093794809381304,0.023267663347904886,0.7112901752595627,-1.1057761155497603,1e-07,0.5108256237659907,183.0,1.0,11.0,5.0
146,3 DE FEBRERO,10.16997098679146,0.001368144109415797,-0.03815934924051831,-0.14339926360334943,1e-07,1e-08,191.0,1.0,3.0,1e-07
147,YUTY,6.127895902452266,4.3309115889344225,-0.3053161360760272,-0.7804521182240265,1e-07,0.8649974374866046,182.0,6.0,12.0,5.0
148,YHU,3.3234987091227386,1.0816340311319428,-0.21230183751675893,-0.7845633478233631,1.0,0.8362480242006186,181.0,4.0,13.0,3.0
149,TAVAI,5.997111948590886,0.011850347196082842,0.4224025124490671,-0.3693193413305712,1e-07,1e-08,189.0,1.0,5.0,1e-07
150,FILADELFIA,10.882073011129751,69.8337581944031,-0.11623413037938629,-0.6833987763332745,1e-07,1.2685113254635072,173.0,8.0,21.0,17.0
151,MBOCAYATY DEL YHAGUY,35.38650537529444,696.1443750078436,-0.23045102842276544,-0.4562326016318998,1e-07,0.7419373447293773,180.0,4.0,14.0,12.0
152,SAN CARLOS,136.67448641311276,0.03096027248857457,-0.24999999999996195,-0.14401416001301312,1e-07,1e-08,191.0,1.0,3.0,1e-07
153,JOSE FASSARDI,17.242862723889765,29.80999566049678,-0.13688851332440513,-0.7337353308459504,1e-07,0.322773392263051,182.0,5.0,12.0,9.0
154,JUAN DE MENA,35.404710662589665,518.8934140065824,-0.033683096989883844,-0.5019714211751105,1e-07,1e-08,184.0,4.0,10.0,3.0
155,NUEVA GERMANIA,46.330418749549835,507.6561535717672,0.19479341464657038,-0.382450626825272,1e-07,0.6931471805599453,186.0,2.0,8.0,6.0
156,UNION,34.905479067752154,119.47564861832232,-0.3138978760929829,-0.3176643984112532,1e-07,1.0986122886681098,188.0,3.0,6.0,4.0
157,CARMEN DEL PARANA,16.758873637755844,31.462154274487826,-0.25000000000000017,-0.1132405136290946,1e-07,1e-08,191.0,1.0,3.0,2.0
158,PASO YOBAI,5.076075396090033,3.1547819404104547,-0.41195213118140717,-0.4536233727996134,1e-07,0.916290731874155,186.0,3.0,8.0,1.0
159,TACUARAS,26.660791246290216,0.033052559429597395,-0.2499999999999977,-0.1423967163207966,1e-07,1e-08,191.0,1.0,3.0,1e-07
160,YATAITY DEL NORTE,22.274861669468024,337.48970644983854,0.20977492752423818,-0.5707783363090464,1e-07,0.276632236265196,172.0,4.0,22.0,14.0
161,25 DE DICIEMBRE,19.600837344181915,0.0007896373287018963,0.6875000000000038,-0.8708577503487187,1e-07,0.6061358035703156,185.0,1.0,9.0,1e-07
162,SANTA MARIA,11.929271828773357,0.010109173306998093,-0.24999999999999167,-0.1419686600975618,1e-07,1e-08,191.0,1.0,3.0,1e-07
163,SANTIAGO,14.908187115428792,0.002520622172171263,0.3923983059091313,-0.381446277390784,1e-07,1e-08,189.0,1.0,5.0,2.0
164,MCAL. FRANCISCO SOLANO LOPEZ,19.88482654570225,48.01019254688193,-0.264924756251091,-0.11223369796728869,1e-07,1e-08,191.0,2.0,3.0,2.0
165,SAN JOSE OBRERO,23.134469076612266,0.0021182812862712242,0.5166666666666616,-0.6276683276072873,1e-07,0.6931471805599453,187.0,1.0,7.0,1e-07
166,ITURBE,13.409552868141805,21.797178676253154,0.04347636490421101,-0.6761679286959785,1e-07,0.6931471805599453,183.0,3.0,11.0,9.0
167,JOSE FALCON,25.92016588906169,1e-07,1e-08,-0.144232224179144,1e-07,1e-08,191.0,1.0,3.0,1e-07
168,NATALICIO TALAVERA,27.97125725326201,88.09047024815783,-0.5916687683703669,-0.16854072533432451,1e-07,1e-08,190.0,1.0,4.0,2.0
169,ANTEQUERA,78.54561174176993,3425.492260805541,-0.38315633342173494,-0.17917710508307605,1e-07,1e-08,189.0,2.0,5.0,3.0
170,ITANARA,70.00350017500875,1e-07,1e-08,-0.016120573843795533,1e-07,1e-08,193.0,0.0,1.0,1e-07
171,SAN COSME Y DAMIAN,11.961852735299942,11.55691083675755,-0.0968384311717355,-0.5083240147267877,1e-07,0.3364722366212129,184.0,1.0,10.0,1.0
172,TEBICUARYMI,51.88567376728285,266.73302224824863,-0.027777777777777887,-0.3182775313570724,1e-07,0.5108256237659907,187.0,0.0,7.0,1e-07
173,ITAPUA POTY,6.080505898090721,1e-07,1e-08,-0.06431170729217896,1e-07,1e-08,192.0,1.0,2.0,1e-07
174,MACIEL,21.504093282132445,0.022307244746679528,-0.11111111111111112,-0.2517463225702907,1e-07,1e-08,190.0,1.0,4.0,1e-07
175,SAN PATRICIO,26.939657127545996,5.267059116791688e-05,-1.0,-0.06428574923484075,1e-07,1e-08,192.0,1.0,2.0,1e-07
176,LAURELES,28.6368843069874,1e-07,1e-08,-0.016120573843795533,1e-07,1e-08,193.0,0.0,1.0,1e-07
177,BUENA VISTA,21.944053522855842,59.54805781657145,-0.7079213991031637,-0.3565940406240201,1e-07,0.6931471805599453,188.0,3.0,6.0,2.0
178,LIMA,19.066036058784217,33.80938665030205,-0.19474858468059053,-0.85128329625664,1e-07,0.7472144018302211,180.0,3.0,14.0,5.0
179,HUMAITA,32.3624685853655,0.00029250630993195645,-1.3964381896621766e-07,-0.14409764244635326,1e-07,1e-08,191.0,1.0,3.0,1e-07
180,GENERAL DELGADO,20.737925652961056,106.57152253461739,-0.061943501475012874,-0.19667891585898,1e-07,1e-08,189.0,1.0,5.0,2.0
181,YATYTAY,7.709248522435141,0.0003073885769617473,0.33333333333333326,-0.25467312853853374,1e-07,1e-08,190.0,1.0,4.0,1e-07
